local_date_,Coordinate_Group_,Local_Time_Min,Max_Brightness,Mean_Brightness,Max_Confidence,Mean_Confidence,FRP,Day_Night,Time_Period,Total_Fire_Incidents,FRP_Bin
7/29/19,North-East,22:24:00,319,319,98,98,26.4,N,Night,1,20-40
7/30/19,Central-Central,12:03:00,411,355.08000000000004,100,94,327.9,D,Afternoon,5,320-340
7/30/19,North-Central,2:37:00,369.7,348.54285714285714,100,96.42857142857143,313.2,N,Early Morning,7,300-320
7/31/19,Central-Central,3:21:00,315,313.4,90,86.5,22.1,N,Early Morning,2,20-40
8/1/19,Central-Central,11:51:00,390,390,100,100,189.4,D,Morning,1,180-200
8/1/19,South-East,22:53:00,327.1,319.26666666666665,100,92.33333333333333,26.3,N,Night,3,20-40
8/3/19,Central-East,11:39:00,358.2,358.2,98,98,75.2,D,Morning,1,60-80
8/3/19,South-East,2:14:00,331.2,328.75,100,100,60.9,N,Early Morning,2,60-80
8/4/19,North-East,21:48:00,384.8,331.93548387096774,100,97.09677419354838,842.5,N,Night,31,840-860
8/4/19,South-East,13:58:00,396.6,396.6,100,100,214.2,D,Afternoon,1,200-220
8/5/19,North-East,2:00:00,461.7,365.668,100,95.58,1017,D,Morning,50,1000-1020
8/5/19,South-East,14:42:00,340.3,340.3,83,83,115.7,D,Afternoon,1,100-120
8/6/19,North-East,2:43:00,429.2,370.64,100,97.2,485.3,D,Afternoon,10,480-500
8/6/19,South-East,12:10:00,366.8,343.675,100,88.25,125.1,D,Afternoon,4,120-140
8/7/19,Central-Central,14:31:00,335.2,335.2,83,83,23.2,D,Afternoon,1,20-40
8/8/19,Central-East,23:00:00,342,342,100,100,51.1,N,Night,1,40-60
8/8/19,North-East,13:36:00,388.3,367.24,100,96.4,277,D,Afternoon,5,260-280
8/8/19,South-East,13:34:00,414.8,398.25,100,100,920.5,D,Afternoon,2,920-940
8/9/19,Central-Central,14:18:00,350.1,343.3,94,89,47.7,D,Afternoon,2,40-60
8/9/19,South-East,14:17:00,397.4,364.39166666666665,100,94.58333333333333,335.1,D,Afternoon,12,320-340
8/10/19,Central-East,2:20:00,343,329.925,100,93.125,85.8,N,Morning,8,80-100
8/10/19,South-East,11:46:00,360.3,360.3,100,100,99.1,D,Morning,1,80-100
8/11/19,Central-East,3:02:00,317.2,316.85,95,94,21.1,N,Early Morning,2,20-40
8/12/19,Central-Central,11:32:00,350,350,94,94,138.7,D,Morning,1,120-140
8/12/19,Central-East,11:32:00,337.2,318.125,87,83.25,46.6,N,Night,4,40-60
8/13/19,Central-East,2:50:00,341.3,323.88,100,95,36.5,N,Early Morning,5,20-40
8/13/19,North-East,23:19:00,366.2,348.96666666666664,100,100,209.3,N,Night,9,200-220
8/13/19,South-East,13:52:00,355.2,347.7,96,89,64.8,D,Afternoon,5,60-80
8/14/19,North-East,3:32:00,311.8,311.8,83,83,44.8,N,Early Morning,1,40-60
8/14/19,South-East,11:21:00,344.4,344.4,86,86,32.4,D,Morning,1,20-40
8/15/19,Central-East,2:38:00,330.6,318.88,100,90,53.7,N,Early Morning,5,40-60
8/15/19,South-East,13:40:00,346.5,346.5,86,86,39.2,D,Afternoon,1,20-40
8/16/19,Central-Central,14:24:00,384.6,371.64,100,98,197.8,D,Afternoon,5,180-200
8/16/19,Central-East,3:20:00,341.9,330.5,100,96.25,84.6,N,Early Morning,4,80-100
8/17/19,Central-East,11:50:00,342.7,328.14166666666665,100,94.91666666666667,48.3,N,Night,12,40-60
8/18/19,Central-East,3:08:00,375,346.2857142857143,100,95.28571428571429,209.3,D,Afternoon,7,200-220
8/19/19,Central-East,22:42:00,323.7,323.7,100,100,38.8,N,Night,1,20-40
8/20/19,Central-East,2:56:00,314.1,314.1,88,88,16.8,N,Early Morning,1,0-20
8/20/19,South-East,13:58:00,343.6,342.6333333333334,85,84.33333333333333,34.1,D,Afternoon,3,20-40
8/22/19,Central-East,13:47:00,353.3,335.6,96,95.5,93.1,D,Afternoon,2,80-100
8/22/19,North-Central,12:08:00,453.6,402.68,100,100,748,D,Afternoon,5,740-760
8/22/19,South-East,13:46:00,341,341,81,81,33.2,D,Afternoon,1,20-40
8/24/19,Central-East,11:57:00,366.4,345.3125,100,92.75,188,D,Morning,8,180-200
8/24/19,North-Central,11:56:00,346.1,332.4666666666667,95,90,45,D,Morning,3,40-60
8/25/19,Central-Central,14:18:00,349.3,349.3,93,93,44.9,D,Afternoon,1,40-60
8/25/19,Central-East,14:18:00,353.3,347.35,95,89.5,80.6,D,Afternoon,2,80-100
8/25/19,North-Central,14:18:00,354.4,352.65,96,92.5,50.1,D,Afternoon,2,40-60
8/26/19,Central-East,11:45:00,349.8,325.2,97,89,51.6,N,Night,6,40-60
8/27/19,Central-East,3:02:00,372.7,350.0875,100,96.5,135.6,N,Early Morning,8,120-140
8/28/19,Central-East,11:32:00,353,335.90000000000003,100,96.83333333333333,147.2,N,Night,6,140-160
8/28/19,North-Central,22:37:00,332.6,325.225,100,100,77.4,N,Night,4,60-80
8/29/19,Central-Central,2:50:00,330.3,322.45000000000005,100,95,35.5,N,Early Morning,2,20-40
8/29/19,Central-East,2:50:00,364.3,336.43333333333334,100,89.33333333333333,124.8,D,Afternoon,9,120-140
8/29/19,North-Central,2:49:00,414.7,370.6166666666666,100,99.33333333333333,446.2,D,Afternoon,6,440-460
8/30/19,Central-East,3:33:00,351.6,335.88,95,86.4,166.4,D,Morning,5,160-180
8/31/19,Central-Central,12:03:00,337.3,337.3,84,84,20.6,D,Afternoon,1,20-40
8/31/19,Central-East,2:38:00,373.5,344.07272727272726,100,93.77272727272727,154.8,D,Afternoon,22,140-160
8/31/19,North-Central,12:02:00,336.5,336.5,86,86,27,D,Afternoon,1,20-40
8/31/19,South-East,2:39:00,344.8,328.3,86,83.5,30.9,N,Early Morning,2,20-40
9/1/19,Central-Central,14:24:00,340.5,340.1,84,83.5,31.5,D,Afternoon,2,20-40
9/1/19,Central-East,3:20:00,362.8,333.875,100,96.5,206.4,N,Early Morning,4,200-220
9/2/19,Central-East,11:51:00,350.6,338.85,100,91,57.6,D,Morning,2,40-60
9/2/19,North-Central,11:50:00,336.8,336.8,87,87,35,D,Morning,1,20-40
9/3/19,North-Central,12:33:00,420.6,362.5,100,92.83333333333333,387,D,Afternoon,6,380-400
9/4/19,Central-East,22:42:00,371.4,337.58000000000004,100,98.6,180.9,N,Night,5,180-200
9/4/19,North-Central,22:43:00,323.7,319.225,100,95.5,38.5,N,Night,4,20-40
9/4/19,North-East,22:42:00,311,311,82,82,21.4,N,Night,1,20-40
9/4/19,South-East,22:41:00,335.5,322.18888888888887,100,94,52.4,N,Night,9,40-60
9/5/19,Central-East,2:56:00,316.7,316.7,94,94,15.3,N,Early Morning,1,0-20
9/5/19,North-Central,2:55:00,432.4,351.60263157894735,100,96.02631578947368,764.6,N,Afternoon,38,760-780
9/5/19,North-West,23:25:00,332.3,332.3,100,100,40,N,Night,1,40-60
9/5/19,South-East,12:22:00,456.8,379.10833333333335,100,96.08333333333333,801.6,D,Afternoon,12,800-820
9/6/19,North-Central,3:38:00,504.5,371.23722627737226,100,96.97810218978103,5601.5,D,Afternoon,137,5600-5620
9/7/19,Central-East,23:12:00,455.6,365.16999999999996,100,97.1,1056.7,N,Night,20,1040-1060
9/7/19,North-Central,2:43:00,446.7,351.2797872340426,100,97.14893617021276,735.9,N,Night,94,720-740
9/7/19,North-East,23:13:00,317.3,317.3,95,95,20.9,N,Night,1,20-40
9/8/19,Central-East,3:27:00,433,366.2633333333333,100,97.3,1792.9,N,Early Morning,30,1780-1800
9/8/19,North-Central,3:26:00,428.9,355.05094339622644,100,95.28301886792453,1220.8,D,Afternoon,53,1220-1240
9/9/19,Central-Central,11:57:00,331.7,331.7,83,83,20.7,D,Morning,1,20-40
9/9/19,Central-East,11:57:00,406.9,348.5315789473684,100,89.89473684210526,299.6,D,Morning,19,280-300
9/9/19,North-Central,11:56:00,372.9,335.71999999999997,100,95.2,211.4,N,Night,20,200-220
9/10/19,Central-East,3:14:00,345,337.53333333333336,100,90.33333333333333,74,D,Afternoon,3,60-80
9/10/19,North-Central,3:14:00,322.1,315.05,100,89,22.8,N,Early Morning,4,20-40
9/11/19,Central-East,11:45:00,361,347.15,100,91.5,81.3,D,Morning,2,80-100
9/11/19,North-Central,11:44:00,337,331.96666666666664,100,86.66666666666667,155.9,D,Afternoon,6,140-160
9/12/19,North-Central,3:02:00,376.6,344.93461538461537,100,93.76923076923077,201.5,D,Afternoon,26,200-220
9/12/19,South-East,14:04:00,363,363,100,100,82.5,D,Afternoon,1,80-100
9/13/19,Central-Central,22:36:00,313.2,313.2,87,87,35.3,N,Night,1,20-40
9/13/19,North-Central,11:31:00,376.1,334.29523809523806,100,92.0952381,442.4,D,Night,21,440-460
9/13/19,North-West,14:50:00,334,334,85,85,82,D,Afternoon,1,80-100
9/14/19,Central-East,2:50:00,354.8,335.925,100,94.75,82.7,N,Afternoon,4,80-100
9/14/19,North-Central,2:50:00,482.4,349.11315789473684,100,93.84210526315789,1279.7,D,Afternoon,38,1260-1280
9/14/19,North-West,12:14:00,333,327.125,100,87.5,48.1,D,Afternoon,4,40-60
9/14/19,South-East,23:17:00,310.9,310.9,81,81,19.2,N,Night,1,0-20
9/15/19,North-Central,3:32:00,504.4,371.92820512820515,100,94.02564102564102,4127.7,D,Afternoon,39,4120-4140
9/15/19,North-West,3:32:00,437.2,367.8777777777778,100,96.44444444444444,887.7,D,Afternoon,9,880-900
9/16/19,Central-East,2:38:00,423,348.37692307692305,100,95.53846153846153,467.7,N,Night,13,460-480
9/16/19,North-Central,2:37:00,323.5,319.23333333333335,100,96.33333333333333,60.3,N,Early Morning,3,60-80
9/17/19,South-East,11:09:00,337.6,337.6,81,81,43.7,D,Morning,1,40-60
9/18/19,Central-East,11:51:00,374.7,337.8142857142857,100,91,128.8,D,Morning,7,120-140
9/18/19,South-East,2:27:00,319.9,319.9,99,99,20.1,N,Early Morning,1,20-40
9/19/19,North-Central,14:12:00,343,332.3666666666666,92,86.33333333333333,41.3,D,Afternoon,3,40-60
9/19/19,South-East,14:10:00,342.9,342.9,86,86,41,D,Afternoon,1,40-60
9/20/19,Central-Central,11:38:00,381.5,362.6,100,95.5,294.7,D,Morning,2,280-300
9/20/19,Central-East,11:38:00,358.2,347.85,93,89.75,65.5,D,Morning,4,60-80
9/20/19,North-Central,14:55:00,337.3,337.3,88,88,148.3,D,Afternoon,1,140-160
9/21/19,Central-East,13:59:00,339.9,336.79999999999995,87,84,41.8,D,Afternoon,2,40-60
9/21/19,North-Central,14:00:00,344.7,333.42499999999995,93,86,61.8,D,Afternoon,4,60-80
9/21/19,South-East,13:59:00,358.3,354.95000000000005,98,96,60.9,D,Afternoon,2,60-80
9/25/19,Central-East,23:00:00,336.4,336.4,100,100,40.4,N,Night,1,40-60
9/26/19,Central-East,14:18:00,380.2,366.65999999999997,100,97.2,176.8,D,Afternoon,5,160-180
9/26/19,North-Central,14:19:00,361.6,340.7111111111111,100,89,91.1,D,Afternoon,9,80-100
9/27/19,Central-East,22:48:00,326.5,326.5,100,100,38.6,N,Night,1,20-40
9/27/19,North-Central,22:49:00,317.4,317.4,95,95,30.7,N,Night,1,20-40
9/28/19,Central-East,3:02:00,326.5,319.25,84,83,21.2,N,Early Morning,2,20-40
9/30/19,Central-Central,13:54:00,322.7,322.7,81,81,28,D,Afternoon,1,20-40
9/30/19,Central-East,12:15:00,341,332.925,91,86,80.2,D,Afternoon,4,80-100
9/30/19,North-Central,12:14:00,326.3,323.93333333333334,84,82.66666666666667,40.6,D,Afternoon,3,40-60
9/30/19,South-East,13:52:00,340.6,340.6,87,87,30.7,D,Afternoon,1,20-40
10/1/19,North-West,14:38:00,328.5,328.5,86,86,46.4,D,Afternoon,1,40-60
10/2/19,Central-Central,12:03:00,338.6,338.20000000000005,89,88.5,36.2,D,Afternoon,2,20-40
10/2/19,Central-East,12:03:00,359,336.1666666666667,100,94,92.5,N,Night,3,80-100
10/2/19,North-Central,12:02:00,332.5,332.5,87,87,27.6,D,Afternoon,1,20-40
10/3/19,North-Central,14:25:00,352.2,334.95714285714286,97,87.42857142857143,68.6,D,Afternoon,7,60-80
10/3/19,South-East,11:09:00,353.9,353.9,96,96,113.7,D,Morning,1,100-120
10/4/19,Central-Central,11:51:00,326.4,326.4,81,81,19.5,D,Morning,1,0-20
10/4/19,Central-East,2:26:00,358.4,337.75,99,96.5,82.4,N,Early Morning,2,80-100
10/4/19,North-Central,11:50:00,355.6,335.3333333333333,98,88.33333333333333,86.5,D,Morning,3,80-100
10/5/19,North-Central,14:12:00,398.3,379.85,100,100,244.7,D,Afternoon,2,240-260
10/6/19,Central-East,22:42:00,343.1,336.15,100,100,96.2,N,Night,2,80-100
10/6/19,North-Central,2:13:00,327.7,323.54999999999995,98,90,156,N,Early Morning,2,140-160
10/7/19,Central-East,2:56:00,446.1,351.49,100,94.5,751.6,N,Afternoon,10,740-760
10/7/19,North-Central,12:21:00,392.8,352.6625,100,91.75,238.1,D,Afternoon,8,220-240
10/7/19,North-West,12:20:00,327.6,327.6,85,85,28.4,D,Afternoon,1,20-40
10/8/19,Central-Central,22:29:00,318.9,316.7,98,93.5,91.1,N,Night,2,80-100
10/8/19,Central-East,3:39:00,470.5,358.62068965517244,100,95.34482758620689,3496.7,D,Afternoon,29,3480-3500
10/8/19,North-Central,11:26:00,346.5,341.25,93,90,159,D,Morning,2,140-160
10/9/19,Central-East,2:44:00,447.4,357.0869565217391,100,98.39130435,913,N,Afternoon,23,900-920
10/9/19,North-Central,12:08:00,362.7,331.76666666666665,100,91.11111111111111,114.6,D,Afternoon,9,100-120
10/10/19,Central-East,3:27:00,343.3,327.70000000000005,92,88,79.4,N,Early Morning,2,60-80
10/10/19,North-Central,3:26:00,382.3,345.5692307692307,100,92.84615384615384,905.7,D,Afternoon,13,900-920
10/10/19,South-East,14:29:00,377.5,346.75,100,95.41666666666667,386.6,D,Afternoon,12,380-400
10/11/19,Central-Central,11:57:00,336.6,336.6,87,87,27.6,D,Morning,1,20-40
10/11/19,North-Central,11:56:00,345.6,334.68,98,91,146.2,D,Morning,5,140-160
10/11/19,South-East,2:32:00,412.3,343.14285714285717,100,94.53061224489795,570.5,N,Early Morning,49,560-580
10/12/19,North-Central,14:19:00,374.4,356.45,100,96.25,145.6,D,Afternoon,4,140-160
10/12/19,South-East,3:15:00,321,321,100,100,45.7,N,Early Morning,1,40-60
10/13/19,North-Central,22:48:00,313.2,313.2,87,87,22.6,N,Night,1,20-40
10/14/19,North-Central,12:27:00,332,327.8,85,83.4,39.8,D,Afternoon,5,20-40
10/14/19,North-East,14:07:00,355.8,343.02,98,91.2,94.8,D,Afternoon,5,80-100
10/14/19,South-East,14:05:00,369.6,340.8666666666667,100,95.66666666666667,143.5,N,Night,3,140-160
10/15/19,Central-Central,11:32:00,332.6,331.3,86,85,61.6,D,Morning,2,60-80
10/15/19,Central-East,11:32:00,354.4,336.46666666666664,97,86.83333333333333,113.5,D,Morning,6,100-120
10/15/19,South-East,2:08:00,379.1,332.84000000000003,100,92,197.4,N,Night,5,180-200
10/16/19,North-Central,12:14:00,385.6,342.65,100,88.625,268.7,D,Afternoon,8,260-280
10/16/19,South-East,2:51:00,340.6,332.3333333333333,100,89,27.9,D,Afternoon,3,20-40
10/17/19,Central-Central,14:36:00,328.7,328.7,83,83,53.7,D,Afternoon,1,40-60
10/17/19,North-Central,14:37:00,331.7,329.7,88,86.5,46.3,D,Afternoon,2,40-60
10/18/19,Central-Central,12:03:00,331,331,85,85,24.8,D,Afternoon,1,20-40
10/18/19,North-Central,12:02:00,365.1,338.90999999999997,100,89.9,101.3,D,Afternoon,10,100-120
10/19/19,South-East,11:09:00,335.2,335.2,83,83,48.6,D,Morning,1,40-60
10/21/19,Central-Central,12:33:00,371.5,344.8,100,90.75,116.8,D,Afternoon,4,100-120
10/21/19,North-Central,3:08:00,347.5,334.51666666666665,94,88.16666666666667,55.4,D,Afternoon,6,40-60
10/22/19,North-Central,14:56:00,321.9,321.9,81,81,97.8,D,Afternoon,1,80-100
10/22/19,South-East,11:40:00,369,357.8,100,96.66666666666667,99.1,D,Morning,3,80-100
10/23/19,Central-Central,12:21:00,339.7,335.75,90,87.5,66.4,D,Afternoon,2,60-80
10/23/19,North-Central,12:20:00,500,374.48837209302326,100,96.97674418604652,1910.5,N,Night,43,1900-1920
10/23/19,North-East,14:01:00,324.6,324.6,81,81,20.6,D,Afternoon,1,20-40
10/24/19,North-Central,3:39:00,414.1,349,100,96.13793103448276,786.9,N,Early Morning,29,780-800
10/24/19,South-East,11:27:00,500,376.7657142857143,100,97.81904761904762,4170.9,D,Morning,105,4160-4180
10/25/19,Central-East,12:09:00,361.6,343.76666666666665,100,90.66666666666667,164.4,D,Afternoon,3,160-180
10/25/19,North-Central,0:08:00,386.5,341.25365853658536,100,94.07317073170732,470,N,Afternoon,41,460-480
10/25/19,South-East,2:45:00,503.1,362.51666666666665,100,96.91176470588235,2407.7,N,Early Morning,204,2400-2420
10/26/19,North-Central,3:27:00,474.3,347.84999999999997,100,96.09090909,1301.7,N,Afternoon,22,1300-1320
10/26/19,North-East,14:31:00,342.1,342.1,92,92,119.4,D,Afternoon,1,100-120
10/26/19,South-East,11:15:00,380.3,358.62142857142857,100,93.35714285714286,338.8,D,Afternoon,14,320-340
10/27/19,Central-Central,23:00:00,328.2,321.5,100,95,33.2,N,Night,2,20-40
10/27/19,North-Central,2:31:00,475,364.15000000000003,100,97.27049180327869,5395.4,D,Morning,122,5380-5400
10/28/19,North-Central,3:14:00,411.3,342.65,100,97.2,324.3,N,Early Morning,20,320-340
10/28/19,South-East,3:15:00,451.2,381.5142857142857,100,97.28571428571429,1625.6,N,Early Morning,7,1620-1640
10/29/19,North-Central,11:44:00,404.2,346.8545454545455,100,95.54545454545455,622.1,N,Night,11,620-640
10/30/19,North-Central,3:02:00,337.8,330.4,100,92.5,55.4,N,Early Morning,4,40-60
10/30/19,South-East,14:04:00,376.2,346.125,100,92.125,134.4,D,Afternoon,8,120-140
10/31/19,North-Central,11:32:00,327.3,326.8,85,84.5,76,D,Morning,2,60-80
10/31/19,South-East,2:08:00,452.8,349.96956521739133,100,96.47826086956522,2075.5,N,Night,23,2060-2080
11/1/19,North-Central,12:15:00,340.8,334.95000000000005,92,89,49.3,D,Afternoon,2,40-60
11/1/19,North-East,13:54:00,332.2,332.2,87,87,34.6,D,Afternoon,1,20-40
11/1/19,South-East,2:51:00,390.8,342.33214285714286,100,95.75,220.7,N,Early Morning,28,220-240
11/3/19,North-Central,12:42:00,341.8,341.8,92,92,152.4,D,Afternoon,1,140-160
11/4/19,North-Central,2:20:00,442.1,343.12857142857143,100,90.71428571428571,656.4,D,Afternoon,21,640-660
11/5/19,North-Central,1:25:00,362.3,338.1454545454545,100,91.72727272727273,648.2,D,Afternoon,11,640-660
11/6/19,North-Central,13:12:00,338.7,332.175,90,86.75,35.8,D,Afternoon,4,20-40
11/6/19,South-East,13:11:00,349,349,94,94,54.6,D,Afternoon,1,40-60
11/7/19,Central-East,10:38:00,414.4,398.29999999999995,94,94,357.6,D,Morning,2,340-360
11/7/19,North-Central,10:38:00,353.4,340.3,97,91,184.9,D,Morning,3,180-200
11/8/19,North-Central,11:20:00,337.8,330.82500000000005,91,86.5,47,D,Morning,4,40-60
11/10/19,North-Central,12:48:00,383.6,358.70000000000005,100,94,417.5,D,Afternoon,2,400-420
11/10/19,North-East,12:48:00,328.1,323.15,96,90,60.6,D,Afternoon,2,60-80
11/10/19,South-East,12:46:00,353.2,353.2,97,97,72.1,D,Afternoon,1,60-80
11/12/19,North-Central,10:56:00,343.5,343.5,93,93,50.6,D,Morning,1,40-60
11/12/19,South-Central,21:59:00,323.6,320.55,100,97.5,27.9,N,Night,2,20-40
11/13/19,North-Central,13:19:00,341.2,341.2,90,90,47.4,D,Afternoon,1,40-60
11/13/19,North-West,13:19:00,365.8,344.3333333333333,100,91.66666666666667,104.1,D,Afternoon,3,100-120
11/14/19,North-Central,10:44:00,329.9,326.26666666666665,84,83,185.2,D,Morning,3,180-200
11/15/19,Central-Central,13:06:00,342.6,332.05,93,87,47.3,D,Afternoon,2,40-60
11/15/19,North-Central,11:26:00,339.2,327.3125,91,84.5,50,D,Afternoon,8,40-60
11/16/19,Central-Central,13:49:00,325.9,325.9,82,82,73.5,D,Afternoon,1,60-80
11/17/19,Central-Central,12:53:00,362.5,362.5,100,100,159.5,D,Afternoon,1,140-160
11/18/19,North-Central,13:37:00,324.8,324.8,82,82,40.1,D,Afternoon,1,40-60
11/19/19,Central-Central,11:03:00,332.7,329.5,88,85.66666666666667,102,D,Morning,3,100-120
11/19/19,North-Central,11:02:00,394.4,344.17999999999995,100,89.8,223.6,D,Morning,5,220-240
11/20/19,Central-Central,13:24:00,369.3,354.4666666666667,100,94.66666666666667,147.4,D,Afternoon,3,140-160
11/21/19,Central-Central,10:50:00,322.6,322.6,82,82,21.6,D,Morning,1,20-40
11/21/19,Central-East,10:51:00,378.1,332.88,100,86.8,143.4,D,Morning,15,140-160
11/21/19,North-Central,10:50:00,332.7,329.4,88,86,135.3,D,Morning,2,120-140
11/22/19,Central-Central,13:12:00,357.9,338.5333333333333,99,90,77.5,D,Afternoon,3,60-80
11/22/19,Central-East,13:12:00,326,323.8333333333333,84,82,21.1,D,Afternoon,3,20-40
11/22/19,North-Central,11:33:00,380.8,349.56666666666666,100,93.33333333333333,158.1,D,Afternoon,9,140-160
11/23/19,Central-East,10:38:00,342.1,330.40000000000003,93,86.33333333333333,57.4,D,Morning,3,40-60
11/23/19,North-Central,13:56:00,354.4,353.95,98,97.5,329.2,D,Afternoon,2,320-340
11/23/19,North-East,12:18:00,322.1,322.1,81,81,54.6,D,Afternoon,1,40-60
11/23/19,South-East,10:39:00,382.1,382.1,100,100,165.1,D,Morning,1,160-180
11/24/19,North-Central,11:20:00,337.8,337.8,91,91,50.3,D,Morning,1,40-60
11/25/19,Central-Central,13:42:00,322.4,322.4,82,82,60.6,D,Afternoon,1,60-80
11/25/19,South-East,21:29:00,380.9,338.3875,100,98.125,710.9,N,Night,8,700-720
11/26/19,South-East,1:45:00,482.1,377.68888888888887,100,93.33333333333333,1552.1,N,Early Morning,9,1540-1560
12/2/19,Central-East,10:32:00,353.1,336.75,97,89.375,110,D,Morning,8,100-120
12/3/19,North-Central,12:55:00,321.1,318.73333333333335,99,90.33333333333333,40.2,N,Night,3,40-60
12/5/19,North-Central,22:07:00,317.7,314.25,95,88,20.1,N,Night,2,20-40
12/6/19,Central-East,13:24:00,340.4,340.4,92,92,61.9,D,Afternoon,1,60-80
12/8/19,Central-Central,13:12:00,348.1,344.6,95,93.5,59.6,D,Afternoon,2,40-60
12/10/19,Central-East,11:21:00,372.5,348.3666666666666,100,93,143,D,Afternoon,3,140-160
12/11/19,South-East,12:03:00,331.2,328.1,87,85,281.2,D,Afternoon,2,280-300
12/16/19,Central-Central,10:45:00,343.1,340.95000000000005,93,92,66.8,D,Morning,2,60-80
12/17/19,South-East,13:04:00,393.6,393.6,100,100,259.6,D,Afternoon,1,240-260
12/19/19,North-East,12:54:00,349.3,348.05,83,82.5,67.2,D,Afternoon,2,60-80
12/19/19,South-East,12:52:00,324.2,324.2,81,81,18.2,D,Afternoon,1,0-20
12/21/19,South-East,12:40:00,323.5,323.5,82,82,27,D,Afternoon,1,20-40
12/28/19,South-East,12:46:00,342,334.1666666666667,93,88.66666666666667,47.9,D,Afternoon,3,40-60
12/29/19,South-East,13:29:00,327.7,327.5,85,85,96.8,D,Afternoon,2,80-100
1/2/20,North-Central,13:07:00,335.6,335.6,90,90,43,D,Afternoon,1,40-60
1/2/20,South-East,13:04:00,336.9,329.43999999999994,89,84.8,39.7,D,Afternoon,5,20-40
1/4/20,South-East,12:52:00,332.6,331.45000000000005,86,85,24.9,D,Afternoon,2,20-40
1/6/20,Central-East,11:02:00,389.5,357.54285714285714,100,94.14285714285714,251.9,D,Morning,7,240-260
1/6/20,South-East,12:40:00,326.2,326.2,82,82,27,D,Afternoon,1,20-40
1/7/20,Central-Central,11:45:00,410.3,358.225,100,94.125,783.9,D,Afternoon,8,780-800
1/7/20,Central-East,11:45:00,343.1,343.1,93,93,390.2,D,Morning,1,380-400
1/7/20,South-East,10:09:00,324.3,324.3,82,82,39.5,D,Morning,1,20-40
1/8/20,Central-Central,10:51:00,339.7,339.7,92,92,45.5,D,Morning,1,40-60
1/9/20,Central-Central,13:12:00,383.3,383.3,87,87,167.6,D,Afternoon,1,160-180
1/9/20,North-Central,13:13:00,337.1,337.1,90,90,44.4,D,Afternoon,1,40-60
1/9/20,South-East,13:10:00,325.6,325.6,81,81,30.3,D,Afternoon,1,20-40
1/10/20,Central-Central,12:17:00,323.9,322.75,83,82,215,D,Afternoon,2,200-220
1/11/20,South-East,12:59:00,360.4,352.85,94,91.5,94.8,D,Afternoon,2,80-100
1/12/20,South-East,10:27:00,333.7,333.7,89,89,39.7,D,Morning,1,20-40
1/13/20,Central-Central,11:09:00,372.5,340.5875,100,90.375,235.4,D,Afternoon,8,220-240
1/13/20,North-East,12:48:00,325.6,325.6,84,84,27.7,D,Afternoon,1,20-40
1/13/20,South-East,12:46:00,360.6,350.05,100,95,87.1,D,Afternoon,2,80-100
1/14/20,Central-East,13:30:00,327.5,325.26666666666665,85,83.66666666666667,58.4,D,Afternoon,3,40-60
1/14/20,South-East,13:29:00,338.9,330.3333333333333,91,86.33333333333333,175.7,D,Afternoon,3,160-180
1/15/20,Central-East,12:35:00,353.6,342.75,97,90,234,D,Afternoon,2,220-240
1/16/20,Central-East,13:18:00,341.5,336.8,92,90,54.4,D,Afternoon,2,40-60
1/18/20,South-East,13:04:00,328.2,328.2,83,83,24.7,D,Afternoon,1,20-40
1/19/20,South-East,10:33:00,324.1,324.1,81,81,17.8,D,Morning,1,0-20
1/23/20,Central-Central,13:24:00,327.7,327.7,85,85,29.5,D,Afternoon,1,20-40
1/23/20,South-East,13:23:00,363.1,361.75,100,100,228.7,D,Afternoon,2,220-240
1/24/20,Central-Central,10:51:00,323.8,323.8,83,83,24.1,D,Morning,1,20-40
1/24/20,Central-East,10:51:00,324.6,324.6,83,83,24.8,D,Morning,1,20-40
1/26/20,South-East,10:39:00,324.5,324.5,82,82,19.6,D,Morning,1,0-20
1/27/20,Central-East,13:00:00,326.8,326.8,85,85,30.8,D,Afternoon,1,20-40
1/27/20,South-East,12:58:00,374.3,363.25,100,90.5,138.1,D,Afternoon,4,120-140
1/28/20,Central-East,13:43:00,349.6,336.85,96,89.5,215.9,D,Afternoon,4,200-220
1/28/20,South-East,10:27:00,352,342.55,96,91,64.6,D,Morning,2,60-80
1/29/20,North-Central,12:48:00,327.6,327.6,81,81,69.3,D,Afternoon,1,60-80
1/29/20,South-East,12:46:00,356,351.95,98,96.5,83,D,Afternoon,2,80-100
1/30/20,Central-East,13:31:00,331.3,330.9,87,87,56.2,D,Afternoon,2,40-60
1/31/20,Central-East,10:57:00,325.4,325.4,84,84,26.9,D,Morning,1,20-40
2/2/20,Central-East,21:48:00,327.9,323,100,98,28.6,N,Night,2,20-40
2/3/20,Central-Central,11:28:00,423.4,342.2769230769231,100,89.15384615384616,456.5,D,Afternoon,26,440-460
2/3/20,Central-East,13:05:00,371.9,337.78181818181815,100,89.63636363636364,124.2,D,Afternoon,11,120-140
2/3/20,South-East,13:05:00,371.6,362.5,94,93,121.3,D,Afternoon,2,120-140
2/4/20,Central-Central,10:33:00,341.6,341.6,92,92,96.5,D,Morning,1,80-100
2/5/20,North-Central,11:15:00,334.4,329.5,89,86,53.1,D,Morning,2,40-60
2/5/20,South-East,12:52:00,329.9,329.9,86,86,29.4,D,Afternoon,1,20-40
