local_date_,Coordinate_Group_,Local_Time_Min,Max_Brightness,Mean_Brightness,Max_Confidence,Mean_Confidence,FRP,Day_Night,Time_Period,Total_Fire_Incidents,FRP_Bin
10/21/16,North-Central,14:06:00,339.3,330.4666666666667,90,85,40.4,D,Afternoon,3,40-60
10/22/16,Central-Central,11:33:00,373.2,339.35,100,87.5,251.7,D,Morning,4,240-260
10/22/16,Central-East,11:33:00,336.6,325.23,100,92.2,55.7,N,Night,10,40-60
10/23/16,North-Central,13:54:00,339.6,330.3,92,86.33333333333333,80.9,D,Afternoon,3,80-100
10/25/16,Central-Central,12:03:00,368.9,337.1272727272727,100,89,121.5,D,Afternoon,11,120-140
10/25/16,Central-East,12:03:00,339.8,335.09999999999997,100,91,49.4,D,Afternoon,3,40-60
10/25/16,North-Central,13:42:00,346.4,346.4,82,82,133.8,D,Afternoon,1,120-140
10/25/16,South-East,2:38:00,321.9,321.9,100,100,21,N,Early Morning,1,20-40
10/26/16,Central-Central,14:24:00,339.2,338.8333333333333,89,89,46.4,D,Afternoon,3,40-60
10/26/16,Central-East,14:24:00,360.7,337.3363636363636,100,93.45454545454545,372.4,D,Afternoon,11,360-380
10/26/16,North-Central,12:45:00,373.3,345.6625,100,91.625,162.5,D,Afternoon,8,160-180
10/27/16,Central-East,2:26:00,362.2,338.98181818181814,100,91.63636363636364,165.2,D,Morning,11,160-180
10/28/16,Central-Central,14:12:00,338,338,91,91,38.7,D,Afternoon,1,20-40
10/28/16,North-West,12:33:00,338.4,335.29999999999995,89,86.5,67.1,D,Afternoon,2,60-80
10/29/16,Central-Central,11:39:00,339,331.40000000000003,91,87,58.9,D,Morning,3,40-60
10/29/16,Central-East,11:39:00,344.9,330.3333333333333,94,85.66666666666667,64,D,Morning,3,60-80
10/31/16,South-East,11:28:00,345.8,336.5,94,88.5,49.7,D,Morning,2,40-60
11/1/16,Central-East,12:09:00,343.3,338.32,93,89.2,81,D,Afternoon,5,80-100
11/1/16,North-Central,12:08:00,330.4,330.4,87,87,29.9,D,Afternoon,1,20-40
11/1/16,South-East,13:46:00,334.9,334.9,84,84,26.7,D,Afternoon,1,20-40
11/2/16,Central-East,14:30:00,349.7,342.7,95,92,103.1,D,Afternoon,2,100-120
11/2/16,North-Central,14:31:00,327.6,327.6,85,85,33.4,D,Afternoon,1,20-40
11/2/16,South-East,11:15:00,333.1,333.1,84,84,39.2,D,Morning,1,20-40
11/3/16,Central-Central,11:57:00,329.9,329.9,86,86,25.6,D,Morning,1,20-40
11/3/16,Central-East,11:57:00,353.4,339.2,97,89.5,125.4,D,Morning,6,120-140
11/3/16,North-Central,23:02:00,315,315,90,90,20.1,N,Night,1,20-40
11/4/16,Central-East,14:18:00,353.6,342.4,97,92,87,D,Afternoon,2,80-100
11/5/16,Central-East,11:45:00,327.3,327.3,85,85,27.9,D,Morning,1,20-40
11/6/16,South-East,13:04:00,369.8,348.25,100,91.25,117,D,Afternoon,4,100-120
11/8/16,Central-Central,11:16:00,348.4,339.45,95,90,108.6,D,Morning,2,100-120
11/8/16,Central-East,12:53:00,388.3,359.95000000000005,100,92,185.8,D,Afternoon,2,180-200
11/8/16,North-Central,11:15:00,354.6,338.55,98,90.5,153.6,D,Morning,4,140-160
11/9/16,North-Central,13:37:00,327.4,327.4,85,85,35.5,D,Afternoon,1,20-40
11/10/16,Central-East,12:41:00,324.9,324.9,82,82,51.6,D,Afternoon,1,40-60
11/11/16,Central-East,13:24:00,326.7,326.7,81,81,42.4,D,Afternoon,1,40-60
11/12/16,North-Central,10:51:00,326.4,326.4,84,84,27.3,D,Morning,1,20-40
11/13/16,Central-East,13:11:00,339.5,335.8666666666667,90,87.66666666666667,44.4,D,Afternoon,3,40-60
11/13/16,North-Central,13:12:00,359.1,334.4428571428571,99,88.14285714285714,82.8,D,Afternoon,7,80-100
11/14/16,Central-East,10:39:00,353.7,348.45,91,89,64.1,D,Morning,2,60-80
11/14/16,South-East,10:40:00,347.2,347.2,88,88,49.9,D,Morning,1,40-60
11/15/16,Central-Central,13:00:00,323.8,323.8,83,83,24.3,D,Afternoon,1,20-40
11/15/16,Central-East,12:59:00,396.1,355.24285714285713,100,92.64285714285714,242.5,D,Afternoon,14,240-260
11/15/16,North-Central,11:21:00,392.4,347.975,100,91,245.7,D,Afternoon,8,240-260
11/16/16,Central-Central,13:42:00,346.8,337.7,95,90,175.5,D,Afternoon,4,160-180
11/16/16,Central-East,13:42:00,345.3,339.45000000000005,94,91.5,173.3,D,Afternoon,2,160-180
11/16/16,North-Central,10:26:00,341.9,329.125,93,85.75,132.8,D,Morning,4,120-140
11/17/16,Central-Central,11:09:00,355.8,334,98,88.16666666666667,132.4,D,Morning,12,120-140
11/17/16,Central-East,11:09:00,354.4,333.91818181818184,98,88,126.1,D,Afternoon,22,120-140
11/17/16,North-Central,11:09:00,339.8,325.5,92,87,44.3,D,Morning,2,40-60
11/17/16,South-East,12:46:00,337.1,337.1,84,84,36.2,D,Afternoon,1,20-40
11/18/16,Central-East,21:17:00,310.8,310.8,81,81,86.9,N,Night,1,80-100
11/18/16,North-Central,13:31:00,363,333.7,100,87.8,137.7,D,Afternoon,10,120-140
11/19/16,Central-East,10:57:00,396.3,350.4,100,92.88888888888889,701.3,D,Morning,18,700-720
11/20/16,Central-East,11:40:00,383,342.3545454545455,100,87.81818181818181,197.6,D,Afternoon,11,180-200
11/22/16,Central-East,11:28:00,358.3,338.5571428571429,94,88.71428571428571,161.8,D,Afternoon,7,160-180
11/22/16,North-Central,13:06:00,341.7,331.8666666666666,100,97,79.2,N,Night,3,60-80
11/23/16,Central-East,13:48:00,330.2,328.75,87,86,128.4,D,Afternoon,2,120-140
11/23/16,South-East,10:34:00,337.2,337.2,88,88,35.1,D,Morning,1,20-40
11/24/16,Central-Central,11:16:00,357.1,347.8333333333333,99,95,143.7,D,Afternoon,3,140-160
11/26/16,Central-East,11:04:00,363.8,363.8,100,100,114.6,D,Morning,1,100-120
11/27/16,Central-Central,13:24:00,324.2,324.2,83,83,28.5,D,Afternoon,1,20-40
11/27/16,Central-East,13:24:00,358.3,334.26666666666665,99,87.33333333333333,106.3,D,Afternoon,3,100-120
11/28/16,Central-East,10:51:00,344.6,333.25,94,87.5,50.4,D,Morning,2,40-60
11/29/16,Central-Central,11:34:00,329.2,326.8666666666667,86,84.66666666666667,137.9,D,Morning,3,120-140
11/29/16,Central-East,11:34:00,364.3,338.26666666666665,100,89,132.6,D,Morning,3,120-140
11/29/16,North-Central,13:12:00,326.5,326.5,84,84,28.7,D,Afternoon,1,20-40
12/1/16,North-Central,13:01:00,327.2,327.2,85,85,35.5,D,Afternoon,1,20-40
12/3/16,North-Central,11:09:00,321.6,321.6,81,81,20.6,D,Morning,1,20-40
12/5/16,Central-East,10:57:00,331.1,331.1,87,87,32.9,D,Morning,1,20-40
12/7/16,North-Central,10:44:00,371,345.9166666666667,100,92.5,150.9,D,Morning,6,140-160
12/10/16,Central-East,11:16:00,374.2,351.22499999999997,100,94.25,206.4,D,Morning,4,200-220
12/12/16,South-East,12:40:00,342,334.85,91,86.5,53.9,D,Afternoon,2,40-60
12/13/16,Central-Central,13:24:00,356.8,354.6,98,97.5,92.4,D,Afternoon,2,80-100
12/13/16,Central-East,13:24:00,374.3,364.65,100,99,172.3,D,Afternoon,2,160-180
12/14/16,South-East,10:52:00,379.9,345.6333333333334,100,88.66666666666667,535.3,D,Afternoon,6,520-540
12/19/16,South-East,12:46:00,329.6,329.6,86,86,31.2,D,Afternoon,1,20-40
12/20/16,South-East,10:15:00,325,325,83,83,34.3,D,Morning,1,20-40
12/26/16,North-East,12:54:00,344.3,344.3,88,88,59,D,Afternoon,1,40-60
1/4/17,South-East,12:46:00,345.3,336.35,94,89,54.5,D,Afternoon,2,40-60
1/5/17,North-Central,13:31:00,337,337,90,90,51.1,D,Afternoon,1,40-60
1/6/17,Central-Central,10:57:00,342.8,333.05,93,87.5,52.5,D,Morning,2,40-60
1/6/17,South-East,10:58:00,377.4,351.15,100,93,253.8,D,Afternoon,4,240-260
1/7/17,South-East,13:16:00,358.8,338.575,99,89.5,170.4,D,Afternoon,4,160-180
1/14/17,South-East,13:23:00,330.5,326.95,87,84.5,73.6,D,Afternoon,2,60-80
1/16/17,Central-East,13:11:00,328.5,326.2,81,81,27.4,D,Afternoon,2,20-40
1/16/17,South-East,13:10:00,351.1,351.1,96,96,96.8,D,Afternoon,1,80-100
1/17/17,South-East,10:39:00,328.9,325.6666666666667,86,83.66666666666667,111.9,D,Morning,3,100-120
1/25/17,Central-Central,13:05:00,387.2,362.1,94,87.75,197.3,D,Afternoon,4,180-200
1/27/17,South-East,12:52:00,325.3,325.3,83,83,22.7,D,Afternoon,1,20-40
1/29/17,Central-Central,11:03:00,323.1,323.1,82,82,21.5,D,Morning,1,20-40
1/31/17,South-East,10:51:00,344.3,337.71999999999997,93,89.6,88.1,D,Afternoon,5,80-100
2/2/17,South-East,10:39:00,358.7,358.7,99,99,84.9,D,Morning,1,80-100
2/5/17,Central-East,1:45:00,318.3,318.3,97,97,24.2,N,Early Morning,1,20-40
2/12/17,Central-East,12:53:00,326.5,324.8,84,83,28.9,D,Afternoon,2,20-40
2/23/17,South-East,10:58:00,328.7,328.7,86,86,29.1,D,Morning,1,20-40
2/24/17,Central-East,13:18:00,353.1,339.26666666666665,97,90.66666666666667,72.3,D,Afternoon,3,60-80
2/24/17,South-East,13:17:00,333.6,333.6,88,88,35.8,D,Afternoon,1,20-40
2/26/17,Central-East,11:28:00,326.8,326.8,85,85,86.8,D,Morning,1,80-100
2/28/17,Central-Central,11:15:00,338.8,328.81666666666666,91,85.83333333333333,60.7,D,Afternoon,6,60-80
2/28/17,Central-East,11:16:00,368.6,339.625,100,90.08333333333333,165.5,D,Afternoon,12,160-180
3/1/17,Central-East,13:36:00,324.5,324.5,82,82,57.5,D,Afternoon,1,40-60
3/2/17,Central-East,11:03:00,326.6,324.8,100,92,26.9,D,Morning,2,20-40
3/2/17,North-East,11:02:00,350.3,342.25,96,92.5,72.4,D,Morning,2,60-80
3/8/17,South-East,10:27:00,330.2,330.2,83,83,32.2,D,Morning,1,20-40
3/9/17,Central-Central,11:09:00,350.9,331.575,96,86,74.3,D,Morning,4,60-80
3/9/17,Central-East,11:10:00,336.8,330.575,89,84.5,57.7,D,Morning,4,40-60
3/11/17,South-East,10:58:00,379.2,375,100,100,386.5,D,Morning,2,380-400
3/13/17,Central-East,15:02:00,335.7,335.1,87,86.5,303.7,D,Afternoon,2,300-320
3/13/17,South-East,13:22:00,342.3,342.3,87,87,103.8,D,Afternoon,1,100-120
3/14/17,Central-East,12:27:00,365.1,345.35,100,91,97.1,D,Afternoon,2,80-100
3/14/17,North-Central,12:26:00,333.1,329.70000000000005,88,85.5,49.1,D,Afternoon,2,40-60
3/15/17,Central-East,11:32:00,351.8,338.3,96,88.5,125.6,D,Morning,2,120-140
3/15/17,South-East,11:33:00,358.4,343.25,99,90.5,77.6,D,Morning,2,60-80
3/16/17,South-East,13:53:00,354.7,348.9,96,92.5,58.5,D,Afternoon,2,40-60
3/20/17,Central-Central,11:51:00,331.6,330.05,87,86.5,27.9,D,Morning,2,20-40
3/20/17,Central-East,11:51:00,358,335.95,99,87.66666666666667,75.1,D,Morning,6,60-80
3/21/17,South-East,14:11:00,334.7,334.7,82,82,35.8,D,Afternoon,1,20-40
3/23/17,Central-Central,12:21:00,352.7,334.65,97,88.5,80.8,D,Afternoon,4,80-100
3/23/17,Central-East,14:00:00,336,336,84,84,36.9,D,Afternoon,1,20-40
3/26/17,South-East,11:15:00,333.3,333.3,82,82,40.9,D,Morning,1,40-60
3/27/17,Central-Central,11:57:00,328.4,328.4,85,85,25.1,D,Morning,1,20-40
3/27/17,North-Central,11:57:00,322,322,81,81,21.4,D,Morning,1,20-40
3/28/17,Central-East,14:18:00,338.5,338.5,89,89,43.7,D,Afternoon,1,40-60
3/29/17,Central-East,11:45:00,328.3,327.4,81,81,38.2,D,Morning,2,20-40
3/29/17,South-East,11:46:00,342.3,336,90,84.66666666666667,146.4,D,Morning,3,140-160
3/30/17,Central-Central,14:06:00,325.7,325.7,81,81,20.7,D,Afternoon,1,20-40
4/1/17,North-Central,12:14:00,346.2,346.2,82,82,56.1,D,Afternoon,1,40-60
4/2/17,North-Central,12:57:00,343.7,343.7,81,81,328,D,Afternoon,1,320-340
4/3/17,North-Central,12:03:00,328.9,328.9,86,86,24.1,D,Afternoon,1,20-40
4/3/17,South-East,13:41:00,338.6,338.6,87,87,72.7,D,Afternoon,1,60-80
4/4/17,North-Central,14:25:00,322.8,322.8,81,81,19.4,D,Afternoon,1,0-20
4/5/17,Central-East,11:51:00,336.6,332.5,89,86.5,35.3,D,Morning,2,20-40
4/10/17,Central-Central,13:48:00,385.3,357.8142857142857,100,96.71428571428571,391.2,D,Afternoon,7,380-400
4/10/17,Central-East,12:10:00,327.2,327.2,82,82,37.9,D,Afternoon,1,20-40
4/10/17,North-Central,12:08:00,329.9,329.9,87,87,31.2,D,Afternoon,1,20-40
4/11/17,Central-Central,14:30:00,398.9,357.275,100,93.75,396.4,D,Afternoon,4,380-400
4/11/17,Central-East,14:30:00,334.6,334.6,87,87,51.5,D,Afternoon,1,40-60
4/11/17,South-East,14:30:00,331.6,331.6,84,84,45.3,D,Afternoon,1,40-60
4/12/17,South-East,11:58:00,353.2,345.85,96,89.5,159.6,D,Morning,4,140-160
4/13/17,South-East,3:16:00,314.4,314,89,88,56.6,N,Early Morning,2,40-60
4/14/17,Central-Central,11:45:00,339,339,90,90,49,D,Morning,1,40-60
4/15/17,North-Central,12:27:00,326.4,323.79999999999995,84,82.5,42.2,D,Afternoon,2,40-60
4/17/17,South-East,13:53:00,336.7,336.7,88,88,38.9,D,Afternoon,1,20-40
4/19/17,Central-Central,12:03:00,337.7,337.7,90,90,38.7,D,Afternoon,1,20-40
4/19/17,Central-East,12:03:00,331.9,328.84999999999997,85,82.75,34.7,D,Afternoon,4,20-40
4/19/17,North-Central,12:03:00,339.4,339.4,91,91,44.8,D,Afternoon,1,40-60
4/20/17,Central-Central,14:24:00,358.8,345.05,99,91.5,94.5,D,Afternoon,2,80-100
4/20/17,North-Central,14:25:00,358.1,348.8666666666666,99,95,80,D,Afternoon,3,80-100
4/21/17,Central-East,11:51:00,336.7,333.40000000000003,87,84,33.1,D,Morning,6,20-40
4/21/17,North-East,11:50:00,329.8,327.4,85,83,27.1,D,Morning,2,20-40
4/22/17,Central-East,14:12:00,333.8,333.8,86,86,35.6,D,Afternoon,1,20-40
4/27/17,North-Central,14:31:00,323,323,81,81,18.4,D,Afternoon,1,0-20
4/28/17,Central-Central,11:57:00,393.7,347.48,100,90.6,213.2,D,Morning,5,200-220
4/28/17,Central-East,11:57:00,336.4,332,88,84.33333333333333,30.2,D,Morning,3,20-40
4/29/17,North-Central,14:19:00,331.6,331.6,86,86,17.6,D,Afternoon,1,0-20
5/1/17,Central-East,14:06:00,346.7,346.7,90,90,37.3,D,Afternoon,1,20-40
5/1/17,North-Central,14:07:00,345.9,345.9,81,81,46.2,D,Afternoon,1,40-60
5/1/17,South-East,14:05:00,342.5,342.5,85,85,33.4,D,Afternoon,1,20-40
5/2/17,South-East,11:33:00,359.3,351.5333333333333,99,93,66.3,D,Morning,3,60-80
5/3/17,North-Central,12:15:00,340.9,336.9,90,86.5,55.3,D,Afternoon,2,40-60
5/3/17,South-East,13:53:00,342.3,342.3,86,86,44.2,D,Afternoon,1,40-60
5/5/17,Central-East,12:03:00,337,337,89,89,33.6,D,Afternoon,1,20-40
5/5/17,North-Central,12:03:00,345.2,336.4,93,87,41.8,D,Afternoon,2,40-60
5/6/17,Central-Central,12:46:00,348,336.3666666666667,94,86.66666666666667,192.2,D,Afternoon,3,180-200
5/6/17,North-Central,14:25:00,336.4,336.4,89,89,26.9,D,Afternoon,1,20-40
5/7/17,Central-Central,11:51:00,343,337.3333333333333,92,88.66666666666667,47.8,D,Morning,3,40-60
5/8/17,Central-Central,12:34:00,380.2,343.9111111111111,100,88.77777777777777,305.3,D,Afternoon,9,300-320
5/8/17,North-Central,12:33:00,347.8,334.425,94,85.75,84.9,D,Afternoon,4,80-100
5/9/17,North-Central,11:37:00,341.1,336.45,90,87,243,D,Morning,4,240-260
5/10/17,Central-East,14:00:00,335.7,335.7,84,84,24.8,D,Afternoon,1,20-40
5/10/17,North-Central,12:20:00,379.7,348.23333333333335,100,92,164.7,D,Afternoon,6,160-180
5/11/17,North-Central,11:26:00,336.7,332.3333333333333,88,84.33333333333333,107.2,D,Afternoon,3,100-120
5/12/17,Central-East,13:48:00,349.6,343.05,95,90.5,71,D,Afternoon,2,60-80
5/12/17,North-Central,12:09:00,328.6,325.85,82,81.5,25.5,D,Afternoon,2,20-40
5/12/17,South-East,2:45:00,320,320,99,99,22.9,N,Early Morning,1,20-40
5/13/17,Central-East,14:31:00,342.5,338.65,90,87.5,83.6,D,Afternoon,2,80-100
5/16/17,Central-East,11:45:00,331.1,331.1,83,83,20.3,D,Morning,1,20-40
5/17/17,Central-Central,14:06:00,336.7,336.7,88,88,30.5,D,Afternoon,1,20-40
5/18/17,Central-Central,14:49:00,387.7,354.90000000000003,100,93.875,707.6,D,Afternoon,8,700-720
5/18/17,North-Central,14:50:00,332.7,332.7,87,87,114.8,D,Afternoon,1,100-120
5/19/17,Central-Central,13:53:00,335.9,335.9,82,82,35.5,D,Afternoon,1,20-40
5/19/17,North-Central,12:14:00,335.7,331.79999999999995,87,84,31.6,D,Afternoon,2,20-40
5/20/17,North-Central,12:57:00,335.2,329.15,86,83.5,115.8,D,Afternoon,2,100-120
5/20/17,South-East,11:21:00,345,342.15,89,86,55.6,D,Morning,2,40-60
5/21/17,North-Central,12:02:00,352.6,343.25,96,89.5,54.4,D,Afternoon,2,40-60
5/21/17,South-East,13:41:00,340,340,82,82,38.2,D,Afternoon,1,20-40
5/22/17,North-Central,14:25:00,364,364,100,100,121,D,Afternoon,1,120-140
5/23/17,North-Central,11:51:00,333,333,81,81,28.2,D,Morning,1,20-40
5/23/17,South-East,2:27:00,361.3,340.9,100,100,274.1,N,Early Morning,2,260-280
5/24/17,North-Central,14:12:00,354.8,344.95000000000005,97,89,71.3,D,Afternoon,2,60-80
5/25/17,Central-East,11:39:00,334.9,334.9,85,85,41,D,Morning,1,40-60
5/25/17,North-Central,11:37:00,331.6,331.6,83,83,65.4,D,Morning,1,60-80
5/26/17,Central-East,13:59:00,334.8,334.8,81,81,32.1,D,Afternoon,1,20-40
5/28/17,South-East,13:47:00,363.4,363.4,100,100,162.8,D,Afternoon,1,160-180
5/30/17,South-East,11:58:00,352.6,352.6,95,95,149.4,D,Morning,1,140-160
5/31/17,Central-East,3:15:00,310.9,310.9,81,81,26.4,N,Early Morning,1,20-40
6/1/17,Central-East,11:45:00,347.4,341.75,92,87.5,45.6,D,Morning,2,40-60
6/2/17,North-Central,12:27:00,365.8,351.1,100,93,220.8,D,Afternoon,5,220-240
6/3/17,Central-East,13:11:00,339.6,339.6,84,84,90.4,D,Afternoon,1,80-100
6/4/17,Central-East,13:54:00,335.4,335.4,81,81,39.7,D,Afternoon,1,20-40
6/5/17,Central-East,11:20:00,357.7,357.7,98,98,195.8,D,Morning,1,180-200
6/6/17,Central-East,23:06:00,324.8,318.85,100,93,22.6,N,Night,2,20-40
6/6/17,North-Central,12:02:00,342.6,342.6,89,89,34.2,D,Afternoon,1,20-40
6/6/17,South-East,13:40:00,337.7,337.7,83,83,30.7,D,Afternoon,1,20-40
6/7/17,Central-East,11:08:00,367,350.675,94,89.5,191.9,D,Morning,4,180-200
6/8/17,South-East,11:52:00,346.4,342.9,90,86,76.6,D,Morning,2,60-80
6/9/17,Central-East,12:34:00,426.2,360.4857142857143,100,92.14285714285714,445,D,Afternoon,7,440-460
6/9/17,South-East,14:10:00,378.7,362.04999999999995,100,93.5,214.4,D,Afternoon,2,200-220
6/11/17,South-East,13:58:00,347.2,346.6,89,88.5,34.4,D,Afternoon,2,20-40
6/12/17,North-Central,14:43:00,341,341,91,91,87,D,Afternoon,1,80-100
6/12/17,South-East,11:27:00,350.4,347.3666666666666,93,90,47.8,D,Morning,3,40-60
6/13/17,Central-East,12:10:00,335.3,335.3,82,82,49.3,D,Afternoon,1,40-60
6/13/17,North-Central,12:09:00,365.2,343.7,100,89.66666666666667,94.2,D,Afternoon,3,80-100
6/13/17,South-East,12:10:00,365.4,352.54999999999995,100,92.5,407.2,D,Afternoon,2,400-420
6/14/17,Central-East,14:30:00,340.4,340.4,84,84,56.3,D,Afternoon,1,40-60
6/15/17,Central-East,11:57:00,360.6,360.6,100,100,86.8,D,Morning,1,80-100
6/15/17,North-Central,11:57:00,403.9,403.9,100,100,286,D,Morning,1,280-300
6/15/17,South-East,11:58:00,372.1,352.9666666666667,100,91.5,174.3,D,Morning,6,160-180
6/16/17,South-East,11:03:00,368.5,344.47999999999996,100,90.6,246,D,Afternoon,5,240-260
6/17/17,South-East,11:46:00,345.2,345.2,88,88,37,D,Morning,1,20-40
6/18/17,Central-East,23:31:00,325.6,319.25,100,95.5,64.7,N,Night,6,60-80
6/18/17,North-East,14:06:00,405.9,388.35,100,100,271,D,Afternoon,2,260-280
6/18/17,South-Central,12:28:00,333.3,333.3,81,81,80.9,D,Afternoon,1,80-100
6/19/17,Central-East,2:08:00,313.4,313.4,87,87,77.6,N,Early Morning,1,60-80
6/19/17,North-East,22:37:00,354.2,330.425,100,96,137.1,N,Night,4,120-140
6/19/17,South-East,11:34:00,359.8,330.51,100,91.3,150.5,N,Night,10,140-160
6/20/17,North-East,2:49:00,343.4,329.9,100,92.28571428571429,42.6,N,Early Morning,7,40-60
6/20/17,South-East,2:51:00,410.4,360.3235294117647,100,95.64705882,384.5,D,Afternoon,17,380-400
6/21/17,North-East,14:37:00,341,341,86,86,178.6,D,Afternoon,1,160-180
6/22/17,North-Central,12:03:00,340.4,340.4,88,88,23.9,D,Afternoon,1,20-40
6/22/17,South-East,13:40:00,353.9,349.2,95,90.66666666666667,68,D,Afternoon,3,60-80
6/24/17,Central-Central,2:26:00,313,313,86,86,44.4,N,Early Morning,1,40-60
6/24/17,North-East,22:55:00,321.3,319.55,100,98,20.9,N,Night,2,20-40
6/25/17,Central-East,14:11:00,397.9,363.9666666666667,100,100,244.4,D,Afternoon,3,240-260
6/25/17,South-East,14:11:00,443.7,404.14285714285717,100,98,626.4,D,Afternoon,7,620-640
6/26/17,Central-Central,22:42:00,355.4,328.425,100,94,188.9,N,Night,4,180-200
6/26/17,Central-East,2:13:00,361.7,336.4,100,94.9,726.5,N,Morning,10,720-740
6/26/17,South-East,2:14:00,367.9,331.81875,100,93.375,148.8,N,Night,16,140-160
6/27/17,Central-Central,12:21:00,335,335,85,85,34.5,D,Afternoon,1,20-40
6/27/17,Central-East,2:56:00,358.5,344.34000000000003,100,92.6,72.8,D,Afternoon,5,60-80
6/27/17,North-East,2:55:00,427.5,348.95625,100,98.0625,494.6,N,Early Morning,16,480-500
6/27/17,South-East,2:57:00,484,366.93584905660373,100,95.71698113207547,1523,D,Afternoon,53,1520-1540
6/28/17,Central-East,14:42:00,341.2,326.525,89,85.5,155.2,D,Afternoon,4,140-160
6/28/17,North-Central,14:44:00,346.8,342.6,93,90,120.8,D,Afternoon,2,120-140
6/28/17,North-East,11:25:00,357.3,348.94,98,91.2,262.1,D,Morning,5,260-280
6/28/17,South-East,2:02:00,472.4,359.07954545454544,100,92.56818181818181,1838.3,D,Morning,44,1820-1840
6/29/17,Central-East,2:44:00,426.2,349.0142857142857,100,93.71428571428571,687.2,D,Afternoon,7,680-700
6/29/17,North-Central,12:09:00,336.6,336.6,85,85,29.1,D,Afternoon,1,20-40
6/29/17,South-East,12:10:00,453.6,366.77272727272725,100,95.21212121212122,1822.4,D,Afternoon,33,1820-1840
6/30/17,Central-East,14:30:00,361.3,344.40999999999997,100,97.6,178,D,Afternoon,10,160-180
6/30/17,South-East,11:15:00,376.6,360.65,100,93,399.5,D,Morning,2,380-400
7/1/17,Central-Central,11:57:00,342.2,342.2,88,88,34.9,D,Morning,1,20-40
7/1/17,Central-East,2:32:00,428.8,352.2083333333333,100,95.91666666666667,1334.3,D,Afternoon,24,1320-1340
7/1/17,South-East,2:33:00,393.2,360.59999999999997,100,97.16666666666667,485.7,D,Afternoon,6,480-500
7/2/17,Central-Central,23:43:00,352.5,337.25,100,100,265.4,N,Night,4,260-280
7/2/17,Central-East,3:15:00,406.9,364.97999999999996,100,95.75,576.7,D,Afternoon,20,560-580
7/2/17,North-Central,14:19:00,342.4,340.79999999999995,88,86.5,38.9,D,Afternoon,2,20-40
7/2/17,South-East,11:03:00,485.8,387.06607142857143,100,98.10714285714286,2130,D,Afternoon,56,2120-2140
7/3/17,Central-Central,2:20:00,335.6,335.4,100,100,198.1,N,Early Morning,2,180-200
7/3/17,Central-East,11:45:00,395.6,349.2833333333333,100,94.75,316,D,Morning,12,300-320
7/3/17,North-East,11:44:00,442.5,347.03970588235296,100,97.16176470588235,648.2,N,Night,68,640-660
7/3/17,South-East,2:21:00,375.8,347.55294117647054,100,90.11764705882354,637.4,D,Afternoon,17,620-640
7/4/17,Central-Central,23:31:00,328.7,327.35,100,100,49,N,Night,2,40-60
7/4/17,Central-East,3:02:00,497.2,367.34285714285716,100,95.97142857142858,1529.1,D,Afternoon,35,1520-1540
7/4/17,North-East,3:01:00,395.2,342.0842857142857,100,93.88571428571429,617.2,N,Afternoon,70,600-620
7/4/17,South-East,14:04:00,411.8,374.38235294117646,100,98.41176470588235,325.7,D,Afternoon,17,320-340
7/5/17,Central-East,2:07:00,398.1,351.728,100,97,1468.8,D,Morning,25,1460-1480
7/5/17,North-Central,11:31:00,339.6,337.125,88,86,126.9,D,Morning,4,120-140
7/5/17,North-East,2:06:00,414.3,343.5319149,100,92.72340425531915,784.5,D,Morning,47,780-800
7/5/17,South-East,11:34:00,411.5,383.55,100,94.5,308.2,D,Morning,2,300-320
7/6/17,Central-East,2:50:00,391.8,342.335,100,93.9,235.3,D,Afternoon,20,220-240
7/6/17,North-Central,12:15:00,354.6,341,100,92.2,108.2,D,Afternoon,10,100-120
7/6/17,North-East,2:49:00,321.4,317.1666666666667,100,93.33333333333333,23.6,N,Early Morning,3,20-40
7/6/17,North-West,13:55:00,335,335,82,82,58.2,D,Afternoon,1,40-60
7/6/17,South-East,13:52:00,352.2,352.2,94,94,36.9,D,Afternoon,1,20-40
7/7/17,Central-Central,22:23:00,333.2,327.9,100,100,200.8,N,Night,2,200-220
7/7/17,Central-East,11:21:00,380.4,346.5090909090909,100,94.63636363636364,350.8,D,Morning,11,340-360
7/7/17,North-Central,22:25:00,314.1,314.1,89,89,54.7,N,Night,1,40-60
7/7/17,North-East,11:19:00,354.5,344.475,100,91.5,475.8,D,Morning,4,460-480
7/7/17,South-Central,14:36:00,383.3,348.24375,100,99.1875,1090.5,N,Night,16,1080-1100
7/7/17,South-East,11:21:00,346.8,346.8,87,87,44.3,D,Morning,1,40-60
7/8/17,Central-Central,2:38:00,429.3,350.93333333333334,100,97.66666666666667,877.2,N,Early Morning,21,860-880
7/8/17,Central-East,2:38:00,363.3,346.96999999999997,100,96.4,127.1,D,Afternoon,10,120-140
7/8/17,North-Central,0:03:00,409.5,337.16341463414636,100,97.51219512195122,312.5,N,Night,41,300-320
7/8/17,North-East,2:37:00,406.2,336.8,100,97,401.6,N,Night,23,400-420
7/8/17,North-West,23:08:00,314,314,88,88,12.9,N,Night,1,0-20
7/8/17,South-Central,2:38:00,457.9,362.75784313725495,100,98.25490196078431,2383.9,N,Afternoon,102,2380-2400
7/8/17,South-East,12:04:00,482.5,362.10833333333335,100,98.125,1230.1,N,Night,24,1220-1240
