Date,Temperature_Max,Relative_Humidity,Precipitation,Wind_Speed,Surface Soil Wetness,Root Zone Soil Wetness,Coordinate_Group_,Local_Time_Min,Max_Brightness,Mean_Brightness,Max_Confidence,Mean_Confidence,FRP,Day_Night,Time_Period,Total_Fire_Incidents,FRP_Bin,Fire_Recorded
6/8/15,35.62,28.94,0.23,2.8,0.35,0.48,Central-Central,12:10:00,354.1,354.1,96,96,70.7,D,Afternoon,1,60-80,1
6/9/15,30.03,37.19,0.18,2.34,0.35,0.47,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
6/10/15,23.57,57.94,2.47,2.2,0.38,0.48,North-West,23:02:00,337.3,329.9142857142857,100,100,49.2,N,Night,7,40-60,1
6/11/15,30.19,52.44,0.23,2.02,0.38,0.48,Central-Central,14:19:00,349.2,349.2,92,92,36.1,D,Afternoon,1,20-40,1
6/11/15,30.19,52.44,0.23,2.02,0.38,0.48,North-West,3:15:00,339.8,326.02,98,91.6,31.8,N,Early Morning,5,20-40,1
6/11/15,30.19,52.44,0.23,2.02,0.38,0.48,South-East,22:05:00,313.9,313.04999999999995,88,86,84.3,N,Night,2,80-100,1
6/12/15,33.77,41.44,0.18,1.98,0.37,0.48,North-West,15:03:00,341.9,327.35,90,88,188.8,D,Afternoon,2,180-200,1
6/12/15,33.77,41.44,0.18,1.98,0.37,0.48,South-East,11:47:00,359.6,349.7333333333333,99,90.66666666666669,98.6,D,Morning,3,80-100,1
6/13/15,35.56,33.56,0.41,2.66,0.36,0.47,South-Central,12:29:00,341.3,337.65,85,85,132.1,D,Afternoon,2,120-140,1
6/14/15,34.49,25.06,0.18,2.44,0.35,0.47,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
6/15/15,33.56,17.62,0,2.45,0.34,0.47,Central-Central,12:17:00,375.8,353.56666666666666,100,90,185.8,D,Afternoon,3,180-200,1
6/15/15,33.56,17.62,0,2.45,0.34,0.47,South-East,13:53:00,350.8,348.75,92,90,42.2,D,Afternoon,2,40-60,1
6/16/15,32.26,17,0,2.31,0.32,0.47,Central-Central,14:37:00,343.1,343.1,87,87,39.3,D,Afternoon,1,20-40,1
6/16/15,32.26,17,0,2.31,0.32,0.47,North-Central,14:38:00,343.8,341.35,86,85.5,64,D,Afternoon,2,60-80,1
6/17/15,33.48,16.25,0,2.16,0.3,0.46,North-Central,12:03:00,375.7,353.875,100,92.625,158.9,D,Afternoon,8,140-160,1
6/17/15,33.48,16.25,0,2.16,0.3,0.46,South-East,13:41:00,500,387.2857142857143,100,97.71428571428572,1990.8,N,Night,14,1980-2000,1
6/18/15,33.44,16.56,0,2.63,0.28,0.46,Central-East,23:50:00,329.5,321.9,100,96.2,204.9,N,Night,5,200-220,1
6/18/15,33.44,16.56,0,2.63,0.28,0.46,North-Central,14:26:00,359.1,347.20000000000005,99,90,84,D,Afternoon,2,80-100,1
6/18/15,33.44,16.56,0,2.63,0.28,0.46,South-East,3:22:00,487.3,375.56813186813184,100,97.68131868131869,5949.4,D,Afternoon,91,5940-5960,1
6/19/15,34.77,13.19,0,2.3,0.26,0.46,Central-East,2:27:00,366.7,343.6666666666667,100,95.66666666666669,190.2,D,Early Morning,3,180-200,1
6/19/15,34.77,13.19,0,2.3,0.26,0.46,South-East,2:27:00,466.2,356.84375,100,97.32291666666669,1516.6,N,Night,96,1500-1520,1
6/20/15,35.85,12.44,0,2.27,0.24,0.46,North-East,23:39:00,365.2,333.73999999999995,100,99.4,396.4,N,Night,5,380-400,1
6/20/15,35.85,12.44,0,2.27,0.24,0.46,South-East,3:10:00,375.5,339.45625,100,92.8125,145.2,N,Early Morning,32,140-160,1
6/21/15,32.15,13.81,0,2.17,0.23,0.46,North-East,2:14:00,501.6,371.2527272727273,100,97.83636363636364,11944.2,D,Afternoon,55,11940-11960,1
6/21/15,32.15,13.81,0,2.17,0.23,0.46,South-East,2:15:00,500,358.9714285714286,100,95.67857142857144,1595,D,Morning,28,1580-1600,1
6/22/15,32.97,12.38,0,2.41,0.22,0.46,North-East,2:57:00,436.4,360.5172413793104,100,94.37931034,1261.4,D,Afternoon,29,1260-1280,1
6/22/15,32.97,12.38,0,2.41,0.22,0.46,South-East,2:58:00,390.9,355.6272727272727,100,95.31818182,271.1,D,Afternoon,22,260-280,1
6/23/15,32.17,20,0,2.42,0.21,0.46,North-East,22:31:00,312.3,311.8,84,83,39.4,N,Night,2,20-40,1
6/23/15,32.17,20,0,2.42,0.21,0.46,South-East,11:28:00,408.9,360.7592592592592,100,97.07407407407408,1741.4,D,Morning,27,1740-1760,1
6/24/15,33.94,25.19,0,2.49,0.2,0.46,North-East,12:10:00,392.6,358.075,100,99.5,331.6,D,Afternoon,8,320-340,1
6/24/15,33.94,25.19,0,2.49,0.2,0.46,South-East,2:46:00,503.5,375.7397260273973,100,97.32876712328768,2159.2,D,Afternoon,73,2140-2160,1
6/25/15,36.79,18.5,0,2.34,0.2,0.46,North-East,3:27:00,376.6,341.45,100,95.8,263.8,N,Night,10,260-280,1
6/25/15,36.79,18.5,0,2.34,0.2,0.46,South-East,3:28:00,500,374.275,100,96.63095238095238,3865.3,D,Morning,84,3860-3880,1
6/26/15,36.76,16.44,0,2.12,0.19,0.46,Central-Central,23:02:00,317.6,314.95000000000005,95,90,15.1,N,Night,2,0-20,1
6/26/15,36.76,16.44,0,2.12,0.19,0.46,North-East,2:32:00,346.1,332.44,100,89.8,55.9,D,Morning,5,40-60,1
6/26/15,36.76,16.44,0,2.12,0.19,0.46,South-East,2:33:00,314.6,314.6,90,90,18.6,N,Early Morning,1,0-20,1
6/27/15,33.67,20.56,0,2.27,0.18,0.46,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
6/28/15,34.62,30.69,0.03,1.9,0.18,0.46,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
6/29/15,35.15,29.31,0.34,2.05,0.18,0.46,South-Central,12:29:00,401.9,372.02,100,95.4,286,D,Afternoon,5,280-300,1
6/30/15,37.42,27.19,0.32,2.18,0.18,0.46,South-East,22:36:00,312.9,312.9,86,86,11.2,N,Night,1,0-20,1
7/1/15,33.01,37.19,0.37,2.14,0.18,0.46,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
7/2/15,31.56,48.88,2.3,1.71,0.21,0.46,South-East,11:22:00,361.3,347.225,100,88,172.8,D,Morning,4,160-180,1
7/3/15,34.73,38.81,0.15,2.36,0.24,0.46,South-Central,13:42:00,346.8,346.8,86,86,159,D,Afternoon,1,140-160,1
7/3/15,34.73,38.81,0.15,2.36,0.24,0.46,South-East,13:41:00,340.9,340.9,86,86,27.7,D,Afternoon,1,20-40,1
7/4/15,35.53,33.31,0.4,2.43,0.23,0.46,South-East,11:10:00,374.9,365.5,100,98,211.4,D,Morning,3,200-220,1
7/5/15,33.34,35.38,0.08,2.17,0.23,0.46,North-Central,11:51:00,330,330,86,86,40.5,D,Morning,1,40-60,1
7/5/15,33.34,35.38,0.08,2.17,0.23,0.46,South-East,2:27:00,326,317.625,100,92.5,25.6,N,Early Morning,4,20-40,1
7/6/15,32.56,37.62,0.2,2.34,0.23,0.46,North-Central,14:13:00,343.6,343.6,90,90,43.1,D,Afternoon,1,40-60,1
7/6/15,32.56,37.62,0.2,2.34,0.23,0.46,South-East,14:11:00,341.5,341.5,82,82,18.8,D,Afternoon,1,0-20,1
7/7/15,29.98,37.5,0.06,2.46,0.22,0.46,Central-Central,11:40:00,331,331,82,82,38.5,D,Morning,1,20-40,1
7/7/15,29.98,37.5,0.06,2.46,0.22,0.46,South-East,11:41:00,347.5,347.5,90,90,38.8,D,Morning,1,20-40,1
7/8/15,27.22,40.25,0.41,2.38,0.22,0.46,South-East,13:59:00,353.7,345.8,95,86.8,37.4,D,Afternoon,5,20-40,1
7/9/15,20.83,57.19,6.34,1.55,0.31,0.46,Central-East,22:30:00,317.9,317.9,96,96,18.7,N,Night,1,0-20,1
7/9/15,20.83,57.19,6.34,1.55,0.31,0.46,South-East,11:29:00,358.1,344.5,98,88.2,83.2,D,Morning,5,80-100,1
7/10/15,24.92,56.88,0.86,2.24,0.41,0.47,South-East,2:46:00,391.4,354.79999999999995,100,98,209.2,N,Early Morning,2,200-220,1
7/11/15,27.69,48.25,0.02,2.22,0.4,0.47,South-East,11:16:00,337,335.05,85,83,28.5,D,Morning,2,20-40,1
7/12/15,28.25,43.62,0,1.93,0.38,0.47,South-East,13:35:00,375,335,100,88,463.6,D,Afternoon,4,460-480,1
7/13/15,30.13,37,0,2.34,0.36,0.47,North-Central,14:19:00,336.8,336.8,81,81,23.3,D,Afternoon,1,20-40,1
7/13/15,30.13,37,0,2.34,0.36,0.47,South-East,11:04:00,342,342,85,85,67.4,D,Morning,1,60-80,1
7/14/15,29.69,36.19,0,2.41,0.34,0.47,Central-East,11:46:00,350.6,350.6,94,94,47.8,D,Morning,1,40-60,1
7/14/15,29.69,36.19,0,2.41,0.34,0.47,South-East,11:47:00,352.5,336.975,94,85.25,57.1,D,Morning,4,40-60,1
7/15/15,29.82,31.44,0,2.05,0.32,0.46,Central-East,14:06:00,362.3,350.55,100,91,75.4,D,Afternoon,2,60-80,1
7/15/15,29.82,31.44,0,2.05,0.32,0.46,North-East,14:07:00,350.8,350.8,92,92,54,D,Afternoon,1,40-60,1
7/15/15,29.82,31.44,0,2.05,0.32,0.46,South-East,14:05:00,342.1,341.5,83,82,23.7,D,Afternoon,2,20-40,1
7/16/15,32.39,29.19,0,2.2,0.3,0.46,North-Central,14:50:00,334.7,334.7,82,82,88.8,D,Afternoon,1,80-100,1
7/16/15,32.39,29.19,0,2.2,0.3,0.46,South-East,11:35:00,349.6,349.6,91,91,39.3,D,Morning,1,20-40,1
7/17/15,33.19,25.62,0.01,2.16,0.28,0.46,South-East,13:53:00,384.3,360.5,100,95.5,326.8,D,Afternoon,4,320-340,1
7/18/15,32.58,31.25,1.69,2.79,0.27,0.46,South-East,3:34:00,319.8,319.15,99,98,139.4,N,Early Morning,2,120-140,1
7/19/15,30.5,49.38,0.92,2.21,0.33,0.46,Central-Central,2:38:00,328.7,321.79999999999995,100,95,66.7,N,Early Morning,2,60-80,1
7/20/15,29.01,53.06,1.99,1.41,0.35,0.47,South-East,11:10:00,346.8,346.8,90,90,59.7,D,Morning,1,40-60,1
7/21/15,31.58,45.62,1.17,1.98,0.37,0.47,South-East,13:28:00,358,350.6666666666667,98,91.33333333333331,148.6,D,Afternoon,3,140-160,1
7/22/15,29.82,39.62,1.28,2.53,0.38,0.47,Central-Central,14:12:00,341.6,341.6,88,88,31.5,D,Afternoon,1,20-40,1
7/22/15,29.82,39.62,1.28,2.53,0.38,0.47,North-Central,14:13:00,384.8,359,100,97,408.2,N,Night,5,400-420,1
7/23/15,28.68,35.44,0.16,2.02,0.35,0.47,Central-East,11:40:00,347.7,347.7,91,91,39.6,D,Morning,1,20-40,1
7/23/15,28.68,35.44,0.16,2.02,0.35,0.47,North-Central,11:39:00,346,331.4,94,93,97.7,D,Morning,2,80-100,1
7/24/15,29.67,30.56,0.01,2.31,0.33,0.46,North-West,23:27:00,346.2,328.28333333333336,100,95.83333333333331,66.3,N,Night,6,60-80,1
7/25/15,30.78,26.19,0,2.2,0.3,0.46,Central-East,14:43:00,398.6,362.3,100,99.66666666666669,774.6,N,Night,6,760-780,1
7/25/15,30.78,26.19,0,2.2,0.3,0.46,North-West,3:38:00,372.8,342.26666666666665,100,95.88888888888889,495.8,N,Early Morning,9,480-500,1
7/25/15,30.78,26.19,0,2.2,0.3,0.46,South-East,11:29:00,363,363,100,100,71.8,D,Morning,2,60-80,1
7/26/15,30,27.62,0,2.48,0.29,0.46,Central-East,2:44:00,385.3,344.25714285714287,100,96.42857142857144,237.6,N,Afternoon,14,220-240,1
7/26/15,30,27.62,0,2.48,0.29,0.46,North-Central,2:44:00,376.6,333.525,100,94.125,153.6,N,Night,8,140-160,1
7/26/15,30,27.62,0,2.48,0.29,0.46,South-East,13:46:00,340.5,340.5,81,81,10.6,D,Afternoon,1,0-20,1
7/27/15,31.07,25.25,0,2.57,0.27,0.46,North-Central,3:27:00,370.1,340.725,100,91.5,140.6,D,Afternoon,8,140-160,1
7/28/15,34.66,20.44,0,2.75,0.26,0.46,Central-Central,13:36:00,350.1,348.8,94,93,221.4,D,Afternoon,2,220-240,1
7/28/15,34.66,20.44,0,2.75,0.26,0.46,Central-East,11:58:00,379.8,360.4,100,97,151.8,N,Night,4,140-160,1
7/28/15,34.66,20.44,0,2.75,0.26,0.46,North-Central,2:31:00,390.6,350.3,100,96.25,939.8,N,Afternoon,4,920-940,1
7/29/15,37.3,18.06,0,2.61,0.24,0.46,Central-East,3:15:00,450.4,360.9055555555556,100,96.61111111111111,975.7,D,Afternoon,18,960-980,1
7/29/15,37.3,18.06,0,2.61,0.24,0.46,North-Central,3:15:00,460.2,351.75714285714287,100,97.77142857142856,2562.3,N,Night,35,2560-2580,1
7/30/15,36.01,25.06,0.11,1.88,0.23,0.46,Central-East,2:20:00,370.2,339.5846153846154,100,95.23076923076924,179.8,N,Early Morning,13,160-180,1
7/30/15,36.01,25.06,0.11,1.88,0.23,0.46,North-Central,2:19:00,440,349.54181818181814,100,96.25454545454544,1150.7,N,Night,55,1140-1160,1
7/30/15,36.01,25.06,0.11,1.88,0.23,0.46,North-West,22:50:00,350.3,325.77777777777777,100,94.77777777777776,132.1,N,Night,9,120-140,1
7/31/15,34.9,30.75,0.79,1.41,0.23,0.46,Central-East,14:06:00,374.5,339.22222222222223,100,95.55555555555556,369.5,N,Night,9,360-380,1
7/31/15,34.9,30.75,0.79,1.41,0.23,0.46,North-Central,3:02:00,501.4,359.09424460431654,100,96.87050359712232,2024.5,D,Afternoon,139,2020-2040,1
7/31/15,34.9,30.75,0.79,1.41,0.23,0.46,North-West,3:02:00,454.8,343.83877551020413,100,97.17006802721087,992.2,N,Night,147,980-1000,1
7/31/15,34.9,30.75,0.79,1.41,0.23,0.46,South-East,14:05:00,364,349.1,100,89,87.4,D,Afternoon,4,80-100,1
8/1/15,33.22,31.44,1.55,2.32,0.25,0.46,Central-East,3:45:00,500,377.6727272727272,100,96.90909091,2993.3,D,Afternoon,11,2980-3000,1
8/1/15,33.22,31.44,1.55,2.32,0.25,0.46,North-Central,11:33:00,385,339.7828125,100,95.84375,617.2,N,Night,64,600-620,1
8/1/15,33.22,31.44,1.55,2.32,0.25,0.46,North-West,3:45:00,486.4,342.46625,100,94.625,3037.3,N,Night,80,3020-3040,1
8/2/15,32.94,29.62,0.01,2.03,0.26,0.46,Central-East,13:54:00,361.2,341.95714285714286,100,92.42857142857144,103,D,Afternoon,7,100-120,1
8/2/15,32.94,29.62,0.01,2.03,0.26,0.46,North-Central,2:50:00,406.7,349.9439393939394,100,95.12121212121212,580.6,D,Afternoon,66,580-600,1
8/2/15,32.94,29.62,0.01,2.03,0.26,0.46,North-West,2:49:00,368.4,326.8397058823529,100,94,264.3,N,Night,68,260-280,1
8/2/15,32.94,29.62,0.01,2.03,0.26,0.46,South-East,13:53:00,412.8,377.4,100,95,503.2,D,Afternoon,3,500-520,1
8/3/15,31.83,29.69,0,1.88,0.24,0.46,Central-East,11:22:00,399.2,359.9,100,97.875,760.6,D,Afternoon,8,760-780,1
8/3/15,31.83,29.69,0,1.88,0.24,0.46,North-Central,12:59:00,444.5,357.6527272727273,100,95.65454545454546,2246.9,D,Afternoon,55,2240-2260,1
8/3/15,31.83,29.69,0,1.88,0.24,0.46,North-West,3:32:00,394,343.0866666666667,100,93.9,328.8,D,Afternoon,30,320-340,1
8/4/15,30.26,33.06,0,1.85,0.23,0.46,Central-East,2:38:00,357.2,321.7785714285714,100,92.78571428571428,88.4,N,Night,14,80-100,1
8/4/15,30.26,33.06,0,1.85,0.23,0.46,North-Central,2:37:00,500,369.2463414634146,100,97.09756097560977,1636.5,D,Afternoon,41,1620-1640,1
8/4/15,30.26,33.06,0,1.85,0.23,0.46,North-West,2:37:00,367,333.19199999999995,100,91.76,124.6,D,Afternoon,25,120-140,1
8/4/15,30.26,33.06,0,1.85,0.23,0.46,South-East,13:40:00,341,341,81,81,20.5,D,Afternoon,1,20-40,1
8/5/15,31.8,30.06,0,1.66,0.23,0.46,North-Central,14:26:00,365.2,365.2,100,100,134.9,D,Afternoon,1,120-140,1
8/5/15,31.8,30.06,0,1.66,0.23,0.46,North-West,3:20:00,417.5,339.28533333333337,100,92.33333333333331,375.1,D,Afternoon,75,360-380,1
8/5/15,31.8,30.06,0,1.66,0.23,0.46,South-East,11:10:00,386.4,363.5,100,98,288.4,D,Afternoon,6,280-300,1
8/6/15,29.34,28.5,0,1.84,0.22,0.46,Central-East,11:52:00,362.4,362.4,100,100,88.1,D,Morning,1,80-100,1
8/6/15,29.34,28.5,0,1.84,0.22,0.46,North-Central,15:09:00,331.9,331.9,84,84,189.5,D,Afternoon,1,180-200,1
8/6/15,29.34,28.5,0,1.84,0.22,0.46,North-West,11:51:00,385.2,336.4764705882353,100,95.17647058823528,709.4,N,Night,17,700-720,1
8/7/15,29.84,34.38,0.22,2.2,0.22,0.46,Central-East,14:12:00,341.7,341.15,85,84.5,37.5,D,Afternoon,2,20-40,1
8/7/15,29.84,34.38,0.22,2.2,0.22,0.46,North-West,3:08:00,394.2,333.6510204081633,100,90.63265306122447,231.9,D,Afternoon,49,220-240,1
8/8/15,30.26,37.19,0.03,2.43,0.22,0.46,Central-East,22:43:00,330.1,330.1,100,100,48.1,N,Night,1,40-60,1
8/8/15,30.26,37.19,0.03,2.43,0.22,0.46,North-East,11:39:00,331.9,331.9,81,81,26,D,Morning,1,20-40,1
8/8/15,30.26,37.19,0.03,2.43,0.22,0.46,North-West,14:56:00,367.8,331.46,100,96.65,374.1,N,Night,20,360-380,1
8/8/15,30.26,37.19,0.03,2.43,0.22,0.46,South-East,13:16:00,401.1,353.8647058823529,100,96.29411764705884,781.2,N,Night,17,780-800,1
8/9/15,31.53,30,0,2.27,0.21,0.46,Central-East,2:57:00,372.8,340.53333333333336,100,92.77777777777776,387.2,D,Afternoon,9,380-400,1
8/9/15,31.53,30,0,2.27,0.21,0.46,North-Central,2:56:00,414.5,362.1909090909091,100,96.09090909,444.9,N,Night,11,440-460,1
8/9/15,31.53,30,0,2.27,0.21,0.46,North-West,2:56:00,407.8,338.9643678,100,94.37931034,468.8,D,Afternoon,87,460-480,1
8/9/15,31.53,30,0,2.27,0.21,0.46,South-East,12:23:00,450.3,380.3428571428572,100,95.42857142857144,775.9,D,Afternoon,14,760-780,1
8/10/15,29.87,38,0,2.26,0.2,0.46,Central-East,14:43:00,444.3,365.73333333333335,100,96.73333333333332,2673.5,D,Afternoon,15,2660-2680,1
8/10/15,29.87,38,0,2.26,0.2,0.46,North-Central,3:39:00,387.2,344.89,100,95.5,370.6,D,Afternoon,10,360-380,1
8/10/15,29.87,38,0,2.26,0.2,0.46,North-West,3:39:00,357.9,334.0047619047619,100,91.52380952380952,303.7,D,Afternoon,21,300-320,1
8/10/15,29.87,38,0,2.26,0.2,0.46,South-East,11:28:00,408.6,368.32,100,95.2,1832.9,D,Afternoon,5,1820-1840,1
8/11/15,29.51,33.94,0,1.9,0.2,0.46,Central-East,2:44:00,394.1,358.55833333333334,100,97.55555555555556,325.6,D,Afternoon,36,320-340,1
8/11/15,29.51,33.94,0,1.9,0.2,0.46,North-Central,12:10:00,436.2,364.2272727272728,100,94.54545454545456,543.4,D,Afternoon,11,540-560,1
8/11/15,29.51,33.94,0,1.9,0.2,0.46,North-West,12:10:00,358.5,328.7782608695652,100,95.95652173913044,81.2,N,Night,23,80-100,1
8/11/15,29.51,33.94,0,1.9,0.2,0.46,South-East,13:47:00,352.1,352.1,94,94,110.7,D,Afternoon,1,100-120,1
8/12/15,31.32,28.38,0,2.27,0.2,0.46,Central-East,3:27:00,388.5,347.3090909090909,100,94.72727272727272,409.5,D,Afternoon,22,400-420,1
8/12/15,31.32,28.38,0,2.27,0.2,0.46,North-Central,3:27:00,501.5,384.2029411764706,100,95.55882352941175,2051.2,D,Afternoon,34,2040-2060,1
8/12/15,31.32,28.38,0,2.27,0.2,0.46,North-East,22:19:00,320.6,318.6,100,97,111.7,N,Night,2,100-120,1
8/12/15,31.32,28.38,0,2.27,0.2,0.46,North-West,3:26:00,501.2,352.42794117647054,100,94.04411764705884,1955.7,D,Afternoon,68,1940-1960,1
8/13/15,31.34,28.31,0,2.02,0.2,0.46,Central-East,2:32:00,404.2,351.3180327868853,100,96.95081967213116,802.5,D,Afternoon,61,800-820,1
8/13/15,31.34,28.31,0,2.02,0.2,0.46,North-Central,11:57:00,343.3,328.625,99,91.25,53.8,D,Morning,4,40-60,1
8/13/15,31.34,28.31,0,2.02,0.2,0.46,North-West,11:57:00,441.9,340.02916666666664,100,91.22916666666669,5567.1,D,Afternoon,48,5560-5580,1
8/13/15,31.34,28.31,0,2.02,0.2,0.46,South-East,13:34:00,347.3,347.3,84,84,124.4,D,Afternoon,1,120-140,1
8/14/15,32.34,30.56,0,2,0.2,0.46,Central-East,3:15:00,367.6,341,100,93.04761904761904,430.2,D,Afternoon,21,420-440,1
8/14/15,32.34,30.56,0,2,0.2,0.46,North-Central,3:14:00,344.3,327,97,89.25,26.6,N,Early Morning,4,20-40,1
8/14/15,32.34,30.56,0,2,0.2,0.46,North-East,22:07:00,347,347,100,100,376.5,N,Night,1,360-380,1
8/14/15,32.34,30.56,0,2,0.2,0.46,North-West,3:14:00,395.8,342.3142857142857,100,92.71428571428572,610.3,D,Afternoon,35,600-620,1
8/14/15,32.34,30.56,0,2,0.2,0.46,South-East,14:17:00,392.2,366.14,100,95.8,255.4,D,Afternoon,5,240-260,1
8/15/15,35.59,19,0,2.46,0.19,0.46,Central-East,2:20:00,363.2,339.0388888888889,100,97.55555555555556,111.9,N,Night,18,100-120,1
8/15/15,35.59,19,0,2.46,0.19,0.46,North-East,2:19:00,371.4,345.125,100,96.16666666666669,397.3,N,Night,12,380-400,1
8/15/15,35.59,19,0,2.46,0.19,0.46,North-West,3:57:00,358.7,332.4684210526316,100,90.31578947,357.6,D,Afternoon,19,340-360,1
8/15/15,35.59,19,0,2.46,0.19,0.46,South-East,22:48:00,367.6,352.3,100,100,103,N,Night,2,100-120,1
8/16/15,36.07,16.44,0,2.2,0.18,0.46,Central-Central,23:32:00,311.2,311.2,82,82,19.2,N,Night,1,0-20,1
8/16/15,36.07,16.44,0,2.2,0.18,0.46,Central-East,3:02:00,487,358.47272727272724,100,96.34090909,1308.1,N,Afternoon,44,1300-1320,1
8/16/15,36.07,16.44,0,2.2,0.18,0.46,North-Central,3:02:00,336.7,323.625,87,84.75,36,N,Afternoon,4,20-40,1
8/16/15,36.07,16.44,0,2.2,0.18,0.46,North-East,14:07:00,379.3,360.73333333333335,100,97,152.2,D,Afternoon,3,140-160,1
8/16/15,36.07,16.44,0,2.2,0.18,0.46,North-West,3:02:00,366.8,330.55510204081634,100,92.42857142857144,139.8,N,Night,49,120-140,1
8/16/15,36.07,16.44,0,2.2,0.18,0.46,South-East,3:04:00,421.7,357.4777777777778,100,95.55555555555556,382.4,D,Afternoon,9,380-400,1
8/17/15,34.47,17.75,0,2.11,0.18,0.46,Central-Central,22:37:00,331.7,322.68,100,96,107.5,N,Night,5,100-120,1
8/17/15,34.47,17.75,0,2.11,0.18,0.46,Central-East,2:07:00,444.6,342.8391304347826,100,93.26086957,3636.5,N,Night,23,3620-3640,1
8/17/15,34.47,17.75,0,2.11,0.18,0.46,North-Central,14:50:00,368.3,368.3,100,100,288.8,D,Afternoon,1,280-300,1
8/17/15,34.47,17.75,0,2.11,0.18,0.46,North-East,14:50:00,347.8,345.45000000000005,92,90,338.6,D,Afternoon,2,320-340,1
8/17/15,34.47,17.75,0,2.11,0.18,0.46,North-West,3:45:00,466,351.57954545454544,100,93.09090909,3606,D,Afternoon,44,3600-3620,1
8/17/15,34.47,17.75,0,2.11,0.18,0.46,South-East,11:35:00,339.5,339.5,81,81,16.3,D,Morning,1,0-20,1
8/18/15,33.84,18.31,0,2.22,0.17,0.46,Central-Central,12:17:00,481.1,374.6333333333333,100,97,2223.3,D,Afternoon,9,2220-2240,1
8/18/15,33.84,18.31,0,2.22,0.17,0.46,Central-East,2:50:00,419.9,342.7418181818182,100,95.92727272727272,545.4,N,Night,55,540-560,1
8/18/15,33.84,18.31,0,2.22,0.17,0.46,North-Central,12:16:00,361.5,332.84000000000003,100,93.9,95.9,N,Night,10,80-100,1
8/18/15,33.84,18.31,0,2.22,0.17,0.46,North-West,2:49:00,459.6,343.059375,100,95.4296875,850.2,N,Night,128,840-860,1
8/19/15,33.9,21.38,0,2.09,0.17,0.45,Central-Central,14:36:00,340.3,337.75,82,81.5,60.9,D,Afternoon,2,60-80,1
8/19/15,33.9,21.38,0,2.09,0.17,0.45,Central-East,3:33:00,469.4,358.61136363636365,100,96.70454545454544,2988.3,D,Afternoon,44,2980-3000,1
8/19/15,33.9,21.38,0,2.09,0.17,0.45,North-West,3:32:00,406.6,333.1078947368421,100,96.02631578947368,364.1,N,Early Morning,38,360-380,1
8/19/15,33.9,21.38,0,2.09,0.17,0.45,South-East,11:22:00,351.5,331.7,100,95,111.6,N,Night,6,100-120,1
8/20/15,32.55,22,0,1.71,0.16,0.45,Central-East,2:38:00,500,360.8822784810127,100,97.62025316455696,2135.7,D,Afternoon,79,2120-2140,1
8/20/15,32.55,22,0,1.71,0.16,0.45,North-Central,12:03:00,332.9,332.9,84,84,28.2,D,Afternoon,1,20-40,1
8/20/15,32.55,22,0,1.71,0.16,0.45,North-West,12:03:00,424.6,333.61379310344824,100,93.87931034,475.6,N,Night,58,460-480,1
8/21/15,30.98,25.19,0,1.88,0.16,0.45,Central-East,3:21:00,467.7,346.25151515151515,100,95.84848484848484,1521.5,N,Early Morning,33,1520-1540,1
8/21/15,30.98,25.19,0,1.88,0.16,0.45,North-West,3:20:00,386.5,333.4578947368421,100,93.21052631578948,310.6,N,Early Morning,57,300-320,1
8/21/15,30.98,25.19,0,1.88,0.16,0.45,South-East,11:10:00,356.6,354.6,97,96,117.7,D,Morning,2,100-120,1
8/22/15,31.01,26.12,0,1.9,0.16,0.45,Central-East,2:26:00,379.5,342.34250000000003,100,94.625,391.9,N,Night,40,380-400,1
8/22/15,31.01,26.12,0,1.9,0.16,0.45,North-West,4:03:00,410.5,336.3,100,92.8125,620.7,N,Night,16,620-640,1
8/23/15,32.73,27.5,0,2.01,0.16,0.45,Central-East,3:09:00,493.5,366.3257142857143,100,97.4,1529.9,D,Afternoon,35,1520-1540,1
8/23/15,32.73,27.5,0,2.01,0.16,0.45,North-West,3:08:00,389.6,340.0644068,100,92.49152542372882,238.7,D,Afternoon,59,220-240,1
8/23/15,32.73,27.5,0,2.01,0.16,0.45,South-East,14:11:00,395.6,385.2000000000001,100,100,264.3,D,Afternoon,2,260-280,1
8/24/15,32.98,26.38,0,2.37,0.16,0.45,Central-East,2:14:00,380.4,334.4,100,95.35,1097.9,N,Night,20,1080-1100,1
8/24/15,32.98,26.38,0,2.37,0.16,0.45,North-West,3:50:00,365.5,329.81739130434784,100,94.73913043,305.2,N,Night,23,300-320,1
8/24/15,32.98,26.38,0,2.37,0.16,0.45,South-East,11:41:00,351.2,345.95,94,89,48.5,D,Morning,2,40-60,1
8/25/15,33.65,19.62,0,2.18,0.16,0.45,Central-East,2:57:00,487.7,351.8410256410256,100,95.30769231,1409.5,D,Afternoon,39,1400-1420,1
8/25/15,33.65,19.62,0,2.18,0.16,0.45,North-Central,23:27:00,315.9,315.9,92,92,17.9,N,Night,1,0-20,1
8/25/15,33.65,19.62,0,2.18,0.16,0.45,North-West,2:55:00,411.2,331.0506172839506,100,92.24691358024693,522.1,N,Night,81,520-540,1
